formOfNode,longitude,latitude
source,-4.372,53.284
source,-4.366,53.293
source,-4.359,53.292
junction,-4.359,53.291
junction,-4.359,53.294
junction,-4.359,53.295
junction,-4.358,53.296
junction,-4.357,53.291
junction,-4.352,53.303
junction,-4.303,53.264
source,-4.257,53.267
junction,-4.331,53.266
junction,-4.332,53.268
junction,-4.333,53.271
source,-4.251,53.274
source,-4.291,53.274
junction,-4.327,53.276
source,-4.267,53.281
junction,-4.318,53.283
junction,-4.290,53.284
source,-4.310,53.284
source,-4.280,53.290
source,-4.266,53.290
junction,-4.259,53.294
source,-4.287,53.297
source,-4.326,53.297
source,-4.259,53.301
source,-4.500,53.260
source,-4.521,53.261
junction,-4.511,53.263
junction,-4.458,53.264
junction,-4.494,53.264
source,-4.495,53.264
source,-4.479,53.265
junction,-4.483,53.268
junction,-4.488,53.269
source,-4.531,53.270
junction,-4.486,53.271
outlet,-4.531,53.270
source,-4.532,53.270
source,-4.526,53.274
source,-4.453,53.272
source,-4.452,53.260
junction,-4.452,53.270
junction,-4.450,53.272
junction,-4.448,53.292
source,-4.449,53.315
source,-4.448,53.293
junction,-4.445,53.295
source,-4.445,53.297
source,-4.442,53.307
junction,-4.429,53.277
source,-4.428,53.290
junction,-4.425,53.280
junction,-4.425,53.285
junction,-4.424,53.287
source,-4.422,53.275
source,-4.423,53.300
junction,-4.421,53.288
source,-4.423,53.321
junction,-4.418,53.282
junction,-4.417,53.283
source,-4.415,53.282
source,-4.214,53.255
source,-4.235,53.255
junction,-4.208,53.263
junction,-4.230,53.264
source,-4.209,53.264
source,-4.225,53.265
junction,-4.231,53.265
source,-4.171,53.267
source,-4.221,53.268
source,-4.195,53.273
junction,-4.197,53.273
junction,-4.247,53.275
junction,-4.224,53.278
junction,-4.179,53.281
source,-4.164,53.283
source,-4.147,53.288
source,-4.173,53.289
junction,-4.245,53.289
source,-4.196,53.292
source,-4.171,53.292
junction,-4.245,53.292
source,-4.567,53.279
junction,-4.564,53.277
junction,-4.561,53.278
source,-4.561,53.277
junction,-4.559,53.278
source,-4.550,53.264
outlet,-4.549,53.255
source,-4.546,53.270
source,-4.546,53.280
junction,-4.538,53.280
source,-4.606,53.278
source,-4.598,53.259
source,-4.598,53.274
source,-4.596,53.257
junction,-4.594,53.258
source,-4.589,53.267
junction,-4.587,53.260
source,-4.585,53.259
source,-4.584,53.248
source,-4.458,53.230
junction,-4.443,53.231
source,-4.427,53.232
junction,-4.462,53.234
junction,-4.460,53.235
junction,-4.459,53.236
source,-4.402,53.240
junction,-4.450,53.239
source,-4.442,53.239
source,-4.459,53.240
source,-4.472,53.240
source,-4.416,53.241
junction,-4.425,53.242
source,-4.447,53.241
junction,-4.457,53.243
source,-4.459,53.243
junction,-4.490,53.244
source,-4.490,53.246
source,-4.404,53.254
junction,-4.439,53.254
source,-4.464,53.254
junction,-4.439,53.255
source,-4.437,53.255
source,-4.493,53.256
junction,-4.493,53.256
source,-4.434,53.260
junction,-4.497,53.259
junction,-4.340,53.221
source,-4.341,53.221
junction,-4.322,53.222
source,-4.308,53.223
junction,-4.320,53.223
junction,-4.320,53.223
source,-4.333,53.224
junction,-4.332,53.225
source,-4.332,53.225
source,-4.330,53.226
junction,-4.327,53.226
junction,-4.306,53.228
junction,-4.312,53.230
source,-4.335,53.233
junction,-4.307,53.235
source,-4.306,53.237
source,-4.313,53.237
source,-4.333,53.241
source,-4.325,53.247
junction,-4.309,53.251
source,-4.339,53.255
junction,-4.311,53.257
junction,-4.313,53.257
source,-4.314,53.257
source,-4.517,53.239
source,-4.514,53.249
junction,-4.509,53.227
junction,-4.508,53.229
junction,-4.508,53.237
source,-4.508,53.257
junction,-4.508,53.258
junction,-4.507,53.245
source,-4.505,53.236
source,-4.503,53.228
outlet,-4.497,53.207
junction,-4.499,53.255
junction,-4.498,53.255
source,-4.305,53.230
source,-4.303,53.241
junction,-4.302,53.238
junction,-4.302,53.238
source,-4.300,53.226
junction,-4.301,53.239
junction,-4.301,53.239
junction,-4.301,53.239
source,-4.300,53.237
junction,-4.299,53.239
junction,-4.297,53.228
junction,-4.297,53.238
source,-4.297,53.240
junction,-4.296,53.238
source,-4.296,53.240
source,-4.295,53.237
junction,-4.294,53.243
source,-4.293,53.239
source,-4.293,53.237
source,-4.291,53.230
source,-4.291,53.241
source,-4.279,53.226
junction,-4.276,53.206
source,-4.269,53.207
source,-4.270,53.263
source,-4.262,53.219
junction,-4.261,53.217
source,-4.245,53.234
source,-4.143,53.282
source,-4.122,53.208
junction,-4.119,53.207
junction,-4.119,53.209
source,-4.114,53.259
source,-4.114,53.287
junction,-4.110,53.230
source,-4.110,53.230
junction,-4.108,53.288
source,-4.105,53.262
junction,-4.105,53.262
source,-4.102,53.279
junction,-4.096,53.211
source,-4.096,53.211
junction,-4.095,53.216
source,-4.085,53.227
junction,-4.346,53.202
source,-4.341,53.204
source,-4.324,53.205
junction,-4.342,53.205
source,-4.328,53.207
junction,-4.331,53.208
source,-4.322,53.211
junction,-4.336,53.210
junction,-4.335,53.211
source,-4.325,53.212
junction,-4.334,53.213
junction,-4.331,53.214
junction,-4.330,53.216
source,-4.319,53.216
junction,-4.342,53.216
junction,-4.330,53.217
source,-4.340,53.216
source,-4.342,53.218
junction,-4.325,53.219
junction,-4.309,53.219
junction,-4.325,53.219
source,-4.316,53.220
source,-4.335,53.219
outlet,-4.307,53.221
junction,-4.314,53.221
source,-4.314,53.221
junction,-4.237,53.206
source,-4.141,53.210
source,-4.242,53.212
source,-4.170,53.214
source,-4.220,53.214
junction,-4.208,53.218
source,-4.228,53.218
junction,-4.214,53.220
junction,-4.229,53.220
junction,-4.224,53.223
source,-4.235,53.224
junction,-4.197,53.235
source,-4.200,53.237
junction,-4.194,53.238
source,-4.183,53.241
source,-4.231,53.242
junction,-4.215,53.242
source,-4.192,53.244
source,-4.205,53.246
junction,-4.210,53.252
junction,-4.211,53.255
source,-4.460,53.199
junction,-4.459,53.201
junction,-4.430,53.204
junction,-4.429,53.205
junction,-4.463,53.205
junction,-4.414,53.207
source,-4.420,53.207
source,-4.462,53.208
source,-4.485,53.210
source,-4.434,53.212
source,-4.447,53.216
junction,-4.403,53.219
source,-4.481,53.218
source,-4.411,53.222
source,-4.468,53.222
source,-4.469,53.222
junction,-4.404,53.223
junction,-4.469,53.222
junction,-4.484,53.222
junction,-4.476,53.226
junction,-4.398,53.226
source,-4.397,53.229
junction,-4.396,53.229
source,-4.394,53.219
source,-4.392,53.210
junction,-4.392,53.221
source,-4.391,53.260
source,-4.389,53.248
junction,-4.387,53.248
junction,-4.385,53.224
source,-4.384,53.251
source,-4.382,53.224
junction,-4.382,53.238
source,-4.378,53.200
source,-4.370,53.210
source,-4.371,53.234
source,-4.369,53.246
junction,-4.362,53.200
junction,-4.360,53.205
junction,-4.360,53.259
source,-4.357,53.225
source,-4.358,53.253
source,-4.353,53.213
source,-4.347,53.220
junction,-4.347,53.219
junction,-4.388,52.907
source,-4.387,52.910
junction,-4.382,52.901
junction,-4.381,52.900
junction,-4.382,52.910
source,-4.379,52.902
junction,-4.374,52.900
source,-4.374,52.903
junction,-4.361,52.900
source,-4.361,52.899
junction,-4.360,52.900
source,-4.359,52.912
junction,-4.357,52.912
source,-4.354,52.907
source,-4.351,52.900
junction,-4.347,52.902
source,-4.346,52.898
junction,-4.346,52.902
junction,-4.344,52.911
junction,-4.343,52.911
source,-4.344,52.912
junction,-4.343,52.912
junction,-4.341,52.903
junction,-4.341,52.913
source,-4.341,52.913
source,-4.340,52.904
source,-4.153,52.914
outlet,-4.153,52.915
junction,-4.256,52.914
junction,-4.272,52.913
source,-4.283,52.914
source,-4.283,52.914
source,-4.270,52.915
source,-4.257,52.915
junction,-4.448,52.877
junction,-4.447,52.877
source,-4.446,52.884
source,-4.446,52.886
junction,-4.446,52.884
junction,-4.442,52.885
source,-4.439,52.879
junction,-4.439,52.879
junction,-4.438,52.886
junction,-4.438,52.890
junction,-4.435,52.883
junction,-4.434,52.885
source,-4.434,52.881
source,-4.430,52.899
source,-4.428,52.883
junction,-4.427,52.883
source,-4.420,52.885
junction,-4.420,52.885
junction,-4.416,52.901
junction,-4.416,52.912
junction,-4.415,52.907
source,-4.413,52.900
source,-4.412,52.909
junction,-4.403,52.893
source,-4.396,52.900
source,-4.566,52.877
junction,-4.536,52.878
source,-4.570,52.878
source,-4.557,52.878
source,-4.528,52.880
junction,-4.530,52.881
junction,-4.528,52.884
source,-4.544,52.884
source,-4.547,52.885
source,-4.533,52.886
source,-4.523,52.892
source,-4.578,52.892
source,-4.521,52.894
source,-4.532,52.894
source,-4.526,52.897
source,-4.562,52.897
junction,-4.526,52.899
junction,-4.527,52.899
junction,-4.561,52.898
source,-4.535,52.900
source,-4.576,52.899
source,-4.548,52.904
junction,-4.558,52.904
source,-4.548,52.905
junction,-4.548,52.905
junction,-4.526,52.907
source,-4.549,52.908
junction,-4.553,52.908
source,-4.024,52.882
junction,-4.025,52.918
source,-4.016,52.919
source,-4.015,52.888
junction,-4.015,52.909
source,-4.011,52.918
source,-4.010,52.901
source,-4.009,52.913
junction,-4.004,52.907
source,-4.005,52.918
source,-4.002,52.906
source,-4.001,52.900
junction,-3.995,52.915
source,-3.985,52.906
source,-3.983,52.885
junction,-3.983,52.885
source,-3.982,52.888
source,-3.980,52.891
junction,-3.979,52.891
source,-3.978,52.882
junction,-3.978,52.884
junction,-3.978,52.883
source,-3.978,52.891
source,-3.978,52.916
source,-4.058,52.887
junction,-4.056,52.883
source,-4.056,52.882
source,-4.052,52.881
junction,-4.052,52.882
junction,-4.052,52.883
source,-4.052,52.882
source,-4.053,52.913
junction,-4.051,52.890
source,-4.050,52.883
junction,-4.044,52.888
junction,-4.044,52.904
source,-4.044,52.901
source,-4.043,52.891
source,-4.041,52.887
junction,-4.040,52.908
source,-4.039,52.914
junction,-4.036,52.912
junction,-4.035,52.905
junction,-4.034,52.906
junction,-4.035,52.913
source,-4.034,52.912
source,-4.031,52.899
junction,-4.032,52.915
source,-4.030,52.899
source,-4.028,52.886
source,-4.029,52.904
junction,-4.090,52.881
junction,-4.090,52.882
junction,-4.086,52.894
junction,-4.084,52.891
source,-4.080,52.879
junction,-4.079,52.898
junction,-4.078,52.899
junction,-4.078,52.899
source,-4.077,52.902
source,-4.076,52.896
junction,-4.067,52.890
junction,-4.066,52.880
source,-4.062,52.881
junction,-4.061,52.890
source,-4.060,52.882
source,-4.060,52.882
source,-4.061,52.907
junction,-4.059,52.887
junction,-4.059,52.884
junction,-4.485,52.874
junction,-4.485,52.875
junction,-4.484,52.910
junction,-4.481,52.910
junction,-4.473,52.869
junction,-4.470,52.906
source,-4.467,52.887
source,-4.467,52.889
source,-4.467,52.902
junction,-4.465,52.901
junction,-4.464,52.886
junction,-4.465,52.901
source,-4.463,52.875
junction,-4.460,52.877
source,-4.461,52.894
junction,-4.461,52.893
source,-4.457,52.884
junction,-4.457,52.886
source,-4.455,52.875
junction,-4.456,52.904
source,-4.453,52.890
junction,-4.452,52.885
junction,-4.452,52.886
junction,-4.451,52.905
source,-4.448,52.878
junction,-4.517,52.896
source,-4.514,52.873
source,-4.513,52.896
source,-4.514,52.905
source,-4.511,52.875
junction,-4.512,52.900
junction,-4.511,52.900
source,-4.510,52.902
junction,-4.510,52.900
source,-4.507,52.868
junction,-4.509,52.899
junction,-4.507,52.874
source,-4.506,52.880
source,-4.505,52.882
source,-4.502,52.871
junction,-4.503,52.875
junction,-4.498,52.872
junction,-4.499,52.894
junction,-4.497,52.881
junction,-4.495,52.893
source,-4.495,52.902
source,-4.492,52.910
junction,-4.614,52.858
source,-4.588,52.860
junction,-4.588,52.860
source,-4.628,52.860
junction,-4.589,52.863
junction,-4.658,52.862
source,-4.609,52.865
source,-4.642,52.865
source,-4.600,52.871
junction,-4.582,52.876
source,-4.587,52.878
source,-4.611,52.881
source,-4.579,52.883
source,-4.648,52.882
source,-4.655,52.882
source,-4.629,52.885
junction,-4.657,52.885
source,-4.651,52.891
outlet,-4.661,52.891
source,-4.607,52.893
source,-4.589,52.896
junction,-4.627,52.897
outlet,-4.637,52.905
junction,-4.101,52.865
source,-4.102,52.865
junction,-4.100,52.866
source,-4.123,52.866
junction,-4.096,52.870
source,-4.094,52.870
outlet,-4.117,52.870
junction,-4.096,52.871
junction,-4.096,52.872
source,-4.122,52.871
junction,-4.123,52.873
source,-4.123,52.873
outlet,-4.123,52.873
source,-4.122,52.873
junction,-4.094,52.874
junction,-4.095,52.876
source,-4.094,52.878
source,-4.095,52.880
source,-4.123,52.884
source,-4.109,52.895
source,-4.081,52.856
source,-4.067,52.856
source,-4.076,52.856
junction,-4.072,52.856
source,-4.058,52.858
junction,-4.074,52.860
source,-4.073,52.861
junction,-4.067,52.861
source,-4.066,52.861
junction,-4.070,52.862
source,-4.067,52.863
source,-4.064,52.863
junction,-4.065,52.863
junction,-4.068,52.864
source,-4.064,52.865
source,-4.055,52.866
junction,-4.057,52.867
source,-4.057,52.867
source,-4.067,52.867
source,-4.093,52.869
source,-4.089,52.870
source,-4.091,52.873
source,-4.085,52.874
junction,-4.084,52.875
source,-4.083,52.876
junction,-4.085,52.878
junction,-4.094,52.878
junction,-4.093,52.878
junction,-4.079,52.878
source,-4.077,52.879
source,-4.065,52.880
junction,-4.040,52.853
junction,-4.040,52.854
junction,-4.039,52.853
junction,-4.038,52.852
source,-4.038,52.851
junction,-4.038,52.853
source,-4.037,52.852
source,-4.037,52.857
junction,-4.036,52.861
source,-4.035,52.865
junction,-4.035,52.864
junction,-4.034,52.861
junction,-4.033,52.862
source,-4.032,52.861
source,-4.032,52.869
source,-4.030,52.874
junction,-4.029,52.871
source,-4.027,52.851
junction,-4.027,52.873
source,-4.015,52.848
junction,-4.013,52.863
junction,-4.010,52.863
source,-4.009,52.862
source,-4.007,52.864
source,-4.005,52.866
source,-3.977,52.850
junction,-4.073,52.847
junction,-4.080,52.847
junction,-4.089,52.847
junction,-4.067,52.848
source,-4.087,52.848
junction,-4.048,52.849
source,-4.045,52.849
source,-4.082,52.849
source,-4.082,52.849
junction,-4.078,52.850
source,-4.041,52.852
source,-4.087,52.852
junction,-4.080,52.852
source,-4.075,52.852
source,-4.041,52.853
source,-4.081,52.853
junction,-4.040,52.854
source,-4.069,52.853
junction,-4.072,52.854
junction,-4.060,52.854
junction,-4.060,52.855
junction,-4.042,52.855
source,-4.060,52.855
source,-4.050,52.856
source,-4.062,52.855
source,-4.661,52.829
source,-4.607,52.831
source,-4.607,52.832
source,-4.587,52.833
junction,-4.602,52.833
source,-4.590,52.835
junction,-4.590,52.836
junction,-4.590,52.839
junction,-4.578,52.841
source,-4.596,52.841
junction,-4.585,52.842
source,-4.611,52.842
junction,-4.586,52.847
junction,-4.581,52.847
junction,-4.602,52.847
source,-4.612,52.847
junction,-4.609,52.848
junction,-4.596,52.849
source,-4.613,52.849
junction,-4.580,52.850
junction,-4.602,52.851
source,-4.601,52.851
source,-4.629,52.851
junction,-4.605,52.853
source,-4.579,52.853
source,-4.625,52.853
junction,-4.623,52.854
source,-4.619,52.857
junction,-4.619,52.857
junction,-4.615,52.858
source,-4.660,52.857
junction,-4.107,52.827
source,-4.101,52.828
junction,-4.109,52.829
source,-4.106,52.830
junction,-4.114,52.832
source,-4.114,52.832
source,-4.109,52.834
junction,-4.109,52.835
source,-4.124,52.835
source,-4.119,52.835
source,-4.097,52.838
source,-4.096,52.854
source,-4.109,52.858
junction,-4.109,52.861
source,-4.109,52.861
junction,-4.109,52.861
source,-4.104,52.863
source,-4.101,52.863
source,-4.082,52.826
junction,-4.072,52.831
source,-4.072,52.831
junction,-4.069,52.832
source,-4.062,52.834
junction,-4.062,52.834
source,-4.070,52.834
junction,-4.065,52.834
junction,-4.092,52.837
source,-4.091,52.839
junction,-4.066,52.841
junction,-4.066,52.841
junction,-4.066,52.841
source,-4.062,52.842
source,-4.049,52.843
source,-4.070,52.843
source,-4.070,52.843
junction,-4.067,52.843
junction,-4.052,52.843
source,-4.086,52.843
junction,-4.088,52.843
junction,-4.051,52.845
junction,-4.072,52.846
junction,-4.089,52.846
junction,-4.069,52.846
source,-4.090,52.847
source,-4.506,52.825
junction,-4.515,52.842
source,-4.502,52.845
junction,-4.494,52.851
junction,-4.494,52.852
source,-4.493,52.852
source,-4.492,52.853
junction,-4.493,52.853
source,-4.496,52.854
source,-4.497,52.857
source,-4.507,52.858
source,-4.735,52.815
outlet,-4.715,52.804
junction,-4.712,52.804
source,-4.713,52.834
junction,-4.702,52.839
source,-4.695,52.846
outlet,-4.691,52.864
junction,-4.688,52.841
source,-4.686,52.840
source,-4.684,52.841
junction,-4.683,52.821
source,-4.679,52.856
source,-4.675,52.829
junction,-4.673,52.820
source,-4.670,52.820
outlet,-4.671,52.877
junction,-4.667,52.826
source,-4.663,52.841
junction,-4.083,52.815
source,-4.071,52.815
source,-4.048,52.816
source,-4.075,52.817
junction,-4.064,52.819
source,-4.063,52.820
junction,-4.060,52.820
source,-4.059,52.820
junction,-4.047,52.820
junction,-4.044,52.820
junction,-4.090,52.820
junction,-4.090,52.820
junction,-4.048,52.820
source,-4.048,52.821
junction,-4.053,52.821
source,-4.089,52.820
junction,-4.058,52.821
junction,-4.074,52.821
junction,-4.056,52.822
source,-4.059,52.822
junction,-4.085,52.822
junction,-4.069,52.822
source,-4.084,52.822
source,-4.057,52.823
source,-4.049,52.825
junction,-4.082,52.824
junction,-4.079,52.825
source,-4.111,52.814
junction,-4.111,52.815
source,-4.141,52.814
junction,-4.113,52.815
junction,-4.110,52.817
source,-4.109,52.817
junction,-4.139,52.817
source,-4.137,52.818
junction,-4.137,52.818
source,-4.134,52.818
junction,-4.134,52.819
junction,-4.138,52.819
source,-4.133,52.819
junction,-4.113,52.821
source,-4.105,52.823
source,-4.117,52.823
junction,-4.106,52.824
source,-4.120,52.825
junction,-4.121,52.825
junction,-4.120,52.825
source,-4.043,52.815
junction,-4.043,52.821
source,-4.041,52.818
junction,-4.041,52.819
junction,-4.040,52.819
source,-4.040,52.818
source,-4.040,52.820
junction,-4.036,52.815
junction,-4.031,52.815
junction,-4.026,52.816
junction,-4.024,52.817
source,-4.022,52.835
source,-4.019,52.828
source,-4.019,52.827
junction,-4.018,52.826
junction,-4.016,52.819
junction,-4.016,52.820
source,-4.015,52.820
junction,-4.014,52.823
source,-4.012,52.828
junction,-4.011,52.824
junction,-4.005,52.826
source,-4.005,52.826
junction,-3.998,52.823
source,-3.997,52.822
source,-3.996,52.822
source,-4.527,52.806
source,-4.518,52.819
junction,-4.552,52.819
source,-4.553,52.820
junction,-4.556,52.821
source,-4.556,52.821
junction,-4.529,52.828
junction,-4.559,52.829
source,-4.559,52.830
junction,-4.563,52.837
junction,-4.542,52.838
source,-4.538,52.841
source,-4.550,52.842
source,-4.526,52.843
source,-4.518,52.849
junction,-4.577,52.850
source,-4.576,52.851
source,-4.545,52.854
junction,-4.551,52.854
junction,-4.548,52.854
source,-4.547,52.854
junction,-4.548,52.854
source,-4.540,52.858
source,-4.561,52.863
source,-4.571,52.869
junction,-4.571,52.869
junction,-4.575,52.869
junction,-4.576,52.872
junction,-4.568,52.872
junction,-4.112,52.793
junction,-4.113,52.794
junction,-4.112,52.795
junction,-4.085,52.795
source,-4.112,52.795
source,-4.106,52.796
junction,-4.115,52.796
source,-4.115,52.796
junction,-4.083,52.798
source,-4.116,52.797
junction,-4.116,52.798
source,-4.110,52.798
junction,-4.111,52.798
source,-4.108,52.799
source,-4.079,52.800
source,-4.112,52.801
source,-4.114,52.801
junction,-4.114,52.801
source,-4.109,52.802
junction,-4.116,52.802
junction,-4.115,52.803
junction,-4.112,52.803
source,-4.110,52.806
source,-4.084,52.806
source,-4.108,52.808
junction,-4.115,52.808
junction,-4.114,52.809
source,-4.080,52.811
source,-4.098,52.811
junction,-4.113,52.811
source,-4.115,52.812
source,-4.078,52.778
junction,-4.081,52.778
junction,-4.081,52.779
junction,-4.080,52.780
source,-4.079,52.780
junction,-4.077,52.780
source,-4.089,52.781
junction,-4.099,52.781
source,-4.090,52.782
source,-4.102,52.782
junction,-4.102,52.782
source,-4.110,52.784
junction,-4.110,52.784
junction,-4.110,52.784
source,-4.106,52.784
junction,-4.107,52.784
source,-4.110,52.785
junction,-4.110,52.785
source,-4.107,52.785
junction,-4.110,52.785
junction,-4.110,52.786
source,-4.109,52.786
junction,-4.111,52.788
source,-4.114,52.790
junction,-4.111,52.790
source,-4.101,52.791
junction,-4.078,52.798
source,-4.077,52.780
source,-4.074,52.772
source,-4.072,52.788
junction,-4.069,52.791
source,-4.069,52.793
source,-4.069,52.795
junction,-4.068,52.771
source,-4.069,52.813
source,-4.067,52.771
junction,-4.067,52.783
source,-4.067,52.783
junction,-4.067,52.791
source,-4.066,52.792
junction,-4.066,52.790
source,-4.064,52.771
source,-4.065,52.791
source,-4.064,52.789
junction,-4.063,52.766
source,-4.064,52.791
source,-4.063,52.797
source,-4.062,52.786
junction,-4.060,52.768
source,-4.060,52.769
junction,-4.059,52.769
source,-4.058,52.768
junction,-4.057,52.766
source,-4.054,52.768
source,-4.054,52.770
source,-4.051,52.766
junction,-4.048,52.785
source,-4.044,52.792
source,-4.036,52.812
junction,-4.033,52.815
junction,-4.033,52.815
source,-4.033,52.814
source,-4.032,52.814
source,-4.027,52.794
junction,-4.028,52.813
junction,-4.026,52.793
source,-4.025,52.814
source,-4.024,52.808
source,-4.022,52.811
source,-4.018,52.771
source,-4.014,52.769
junction,-4.014,52.769
junction,-4.011,52.768
source,-4.011,52.772
source,-4.006,52.796
junction,-4.006,52.796
source,-4.003,52.814
source,-3.997,52.778
junction,-3.992,52.773
source,-3.990,52.779
source,-3.986,52.800
source,-3.974,52.786
source,-3.973,52.805
source,-4.085,52.754
junction,-4.086,52.755
source,-4.086,52.757
junction,-4.093,52.760
source,-4.092,52.761
junction,-4.092,52.761
source,-4.091,52.761
source,-4.086,52.765
junction,-4.098,52.766
junction,-4.094,52.766
source,-4.096,52.767
source,-4.093,52.767
source,-4.098,52.767
junction,-4.084,52.770
source,-4.086,52.773
junction,-4.108,52.773
junction,-4.086,52.776
source,-4.085,52.776
junction,-4.109,52.777
source,-4.108,52.777
junction,-4.110,52.777
source,-4.110,52.777
source,-4.079,52.778
junction,-4.082,52.778
source,-4.026,52.746
outlet,-4.072,52.746
junction,-4.016,52.748
source,-4.062,52.750
junction,-4.018,52.751
junction,-4.019,52.752
junction,-4.018,52.752
source,-4.020,52.754
source,-4.026,52.754
junction,-4.020,52.754
source,-4.021,52.754
source,-4.030,52.755
junction,-3.976,52.757
source,-3.980,52.758
junction,-4.020,52.758
source,-4.058,52.757
junction,-3.976,52.759
source,-4.021,52.759
junction,-4.006,52.760
source,-4.005,52.761
source,-4.064,52.761
source,-4.019,52.761
source,-4.062,52.762
junction,-4.068,52.765
junction,-4.069,52.765
source,-4.056,52.766
source,-4.007,52.715
junction,-4.004,52.711
source,-4.002,52.739
source,-4.000,52.740
source,-3.988,52.726
source,-3.987,52.711
source,-3.976,52.745
junction,-3.975,52.744
source,-3.974,52.746
junction,-3.970,52.739
source,-3.969,52.717
source,-3.969,52.739
source,-4.059,52.738
source,-4.054,52.705
source,-4.028,52.707
source,-4.028,52.707
junction,-4.028,52.707
source,-4.027,52.741
junction,-4.025,52.708
source,-4.024,52.714
junction,-4.025,52.740
source,-4.024,52.738
junction,-4.024,52.737
junction,-4.021,52.708
junction,-4.022,52.743
source,-4.019,52.717
source,-4.032,52.689
source,-4.031,52.689
junction,-4.032,52.690
source,-4.053,52.692
source,-4.050,52.694
source,-4.010,52.695
junction,-4.052,52.695
outlet,-4.049,52.695
source,-4.019,52.697
junction,-4.053,52.697
source,-4.048,52.697
junction,-4.016,52.698
source,-4.014,52.698
source,-3.986,52.699
source,-3.989,52.699
junction,-4.053,52.699
junction,-4.052,52.699
source,-4.049,52.700
junction,-3.988,52.701
source,-3.985,52.701
junction,-4.054,52.700
source,-4.046,52.701
source,-4.015,52.702
junction,-3.990,52.702
junction,-4.024,52.702
source,-4.055,52.703
junction,-4.050,52.703
junction,-4.055,52.703
junction,-4.054,52.704
source,-4.040,52.705
outlet,-4.054,52.705
source,-4.043,52.679
source,-4.040,52.638
source,-4.030,52.641
source,-4.026,52.639
source,-4.024,52.644
junction,-4.023,52.641
source,-4.018,52.636
junction,-4.018,52.644
source,-4.015,52.671
source,-4.012,52.648
source,-4.006,52.656
source,-4.001,52.674
junction,-3.998,52.651
junction,-3.998,52.651
junction,-3.998,52.652
junction,-3.998,52.652
source,-3.996,52.652
junction,-3.993,52.666
source,-3.992,52.660
source,-3.991,52.643
source,-3.991,52.677
junction,-3.988,52.663
junction,-3.987,52.656
junction,-3.984,52.657
source,-3.984,52.667
junction,-3.980,52.650
junction,-3.978,52.659
source,-3.978,52.650
junction,-4.105,52.635
source,-4.105,52.639
outlet,-4.101,52.659
outlet,-4.098,52.663
junction,-4.098,52.663
source,-4.097,52.639
source,-4.095,52.655
outlet,-4.088,52.670
source,-4.080,52.654
source,-4.079,52.648
source,-4.080,52.660
junction,-4.077,52.634
source,-4.071,52.644
source,-4.065,52.636
source,-4.065,52.639
junction,-4.060,52.678
junction,-4.059,52.661
source,-4.055,52.636
source,-4.056,52.664
source,-4.056,52.680
source,-4.053,52.634
junction,-4.051,52.679
source,-4.051,52.679
junction,-4.074,52.628
junction,-4.073,52.610
source,-4.069,52.619
junction,-4.068,52.616
junction,-4.067,52.613
source,-4.067,52.621
junction,-4.067,52.618
source,-4.066,52.617
junction,-4.065,52.621
junction,-4.064,52.634
junction,-4.063,52.630
source,-4.058,52.627
junction,-4.058,52.629
junction,-4.057,52.626
junction,-4.056,52.619
source,-4.052,52.624
junction,-4.052,52.627
junction,-4.051,52.609
source,-4.052,52.626
junction,-4.046,52.633
source,-4.045,52.624
outlet,-4.044,52.626
junction,-4.044,52.626
junction,-4.044,52.632
junction,-4.040,52.628
junction,-4.038,52.627
junction,-4.037,52.626
source,-4.037,52.633
junction,-4.036,52.628
source,-4.120,52.619
source,-4.095,52.628
source,-4.091,52.607
source,-4.086,52.601
source,-4.083,52.629
junction,-4.080,52.628
source,-4.078,52.604
source,-4.080,52.631
junction,-4.077,52.627
junction,-4.074,52.602
source,-4.032,52.633
junction,-4.032,52.631
source,-4.029,52.592
source,-4.031,52.630
junction,-4.029,52.611
junction,-4.027,52.566
junction,-4.030,52.632
source,-4.029,52.622
junction,-4.025,52.613
source,-4.023,52.573
source,-4.023,52.614
junction,-4.022,52.634
junction,-4.018,52.566
source,-4.012,52.626
source,-4.007,52.567
junction,-4.000,52.624
source,-3.999,52.634
source,-3.995,52.600
source,-3.991,52.576
junction,-3.991,52.627
source,-3.990,52.627
source,-3.986,52.613
junction,-3.986,52.618
source,-3.980,52.634
junction,-3.975,52.616
source,-3.971,52.596
source,-3.969,52.573
source,-3.970,52.611
source,-4.039,52.562
source,-4.076,52.566
source,-4.034,52.568
junction,-4.080,52.568
junction,-4.083,52.569
junction,-4.081,52.570
source,-4.084,52.571
junction,-4.039,52.572
junction,-4.083,52.573
junction,-4.085,52.574
junction,-4.083,52.576
source,-4.083,52.577
source,-4.088,52.577
source,-4.092,52.589
source,-4.086,52.592
source,-4.081,52.593
outlet,-4.111,52.596
junction,-4.088,52.596
junction,-4.088,52.596
junction,-4.087,52.597
source,-4.085,52.598
source,-4.060,52.599
junction,-4.089,52.599
junction,-4.089,52.599
source,-4.074,52.600
source,-4.078,52.601
junction,-4.078,52.601
source,-3.995,52.553
junction,-3.994,52.526
junction,-3.989,52.530
junction,-3.988,52.529
source,-3.987,52.530
source,-3.983,52.518
junction,-3.980,52.537
source,-3.979,52.532
junction,-3.978,52.538
source,-3.969,52.534
source,-3.968,52.535
junction,-3.967,52.533
junction,-3.966,52.532
