longitude,latitude,region
-3.383207,51.944553,8.0
-0.47909307,55.202015,0
-6.804136,51.156403,0
-7.124647,55.600357,0
-1.6765758,55.05199,7.0
2.174285,52.867886,0
-2.6603608,58.021187,0
-2.7128153,51.182236,10.0
-0.6341782,51.941982,2.0
-7.505235,52.79419,0
-5.6819344,52.25642,0
0.21428798,51.828762,2.0
-1.7784246,53.726025,3.0
-6.675457,50.88143,0
-1.4988596,54.310818,5.0
0.022044955,53.21901,1.0
-1.0308386,53.074703,1.0
-0.6559731,50.28629,0
-4.5266514,54.021008,0
-4.144041,57.003445,11.0
-3.8107543,57.5819,0
0.9473284,54.32349,0
0.49353418,51.232838,2.0
-4.0584717,55.048496,0
-7.5690064,56.017105,0
-2.6037385,49.985954,0
-5.4364557,58.550922,0
-3.0009768,51.412243,10.0
1.8293539,52.52951,0
-4.910624,58.614975,0
-5.721558,59.07924,0
-5.9646654,51.68981,0
-6.205118,51.958157,0
-2.0414155,52.686543,4.0
0.6585102,52.64674,9.0
-8.151041,54.185112,0
